ssn,age,education,marital-status,relationship,sex,income
646-13-0220,42.0,HS-grad,Married-civ-spouse,Husband,,<=50K
132-86-2407,55.0,,Married-civ-spouse,Husband,,>50K
266-52-3341,29.0,HS-grad,Never-married,Own-child,Female,<=50K
916-21-6215,24.0,Some-college,,Not-in-family,Female,<=50K
116-06-2653,48.0,,Married-civ-spouse,,Male,
189-95-7002,38.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
242-87-4692,23.0,,,Not-in-family,,
012-71-4987,32.0,,,Not-in-family,Male,
723-86-3635,,HS-grad,,Husband,Male,<=50K
749-35-5036,65.0,11th,Never-married,Not-in-family,,
389-80-3439,35.0,Some-college,Married-civ-spouse,Husband,Male,>50K
410-62-6535,43.0,HS-grad,Divorced,,Male,
535-96-4372,48.0,Some-college,,Unmarried,Female,
031-44-9631,36.0,HS-grad,,Other-relative,Male,
685-93-3660,20.0,,,,Female,<=50K
052-54-9139,28.0,HS-grad,Married-civ-spouse,,Male,<=50K
767-84-3979,50.0,,Married-civ-spouse,Husband,,
031-78-7469,18.0,,,Not-in-family,Male,<=50K
303-93-1203,52.0,Some-college,,Husband,Male,
870-23-9556,54.0,HS-grad,Widowed,Not-in-family,,<=50K
583-50-7370,55.0,,Married-civ-spouse,,,
284-88-9434,31.0,HS-grad,Divorced,Not-in-family,,<=50K
575-03-0711,51.0,Bachelors,Married-civ-spouse,,Female,
666-52-3340,23.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
628-80-8353,26.0,Bachelors,Never-married,Not-in-family,Male,<=50K
968-45-8229,,HS-grad,Married-civ-spouse,Wife,,
671-34-5208,,,Married-civ-spouse,,,
354-02-3341,48.0,,Never-married,Own-child,,
163-94-3488,22.0,Some-college,Never-married,,Female,<=50K
645-45-4544,46.0,Some-college,Never-married,Not-in-family,Male,
358-69-1645,23.0,,,Not-in-family,,<=50K
047-05-1597,30.0,11th,,Not-in-family,,<=50K
382-67-8132,40.0,,,Wife,,>50K
103-59-3365,33.0,Some-college,Divorced,Not-in-family,,<=50K
895-39-3119,27.0,Masters,Separated,Not-in-family,Female,
866-24-6927,68.0,HS-grad,Married-civ-spouse,Husband,,>50K
103-83-9066,45.0,,Never-married,Not-in-family,Female,<=50K
331-91-0319,53.0,HS-grad,Never-married,Not-in-family,Male,>50K
252-11-9164,63.0,HS-grad,Married-civ-spouse,,Male,<=50K
252-94-8402,35.0,HS-grad,Never-married,,,
637-74-5699,25.0,HS-grad,,Own-child,,<=50K
852-24-2013,31.0,,,Unmarried,Female,<=50K
453-74-6928,,,Married-civ-spouse,Husband,Male,<=50K
738-02-2112,45.0,HS-grad,Never-married,,Female,<=50K
429-08-4766,37.0,Bachelors,,Husband,Male,<=50K
458-44-5945,34.0,HS-grad,Married-civ-spouse,,Male,
352-94-8402,46.0,,Never-married,Not-in-family,Female,
034-30-5896,25.0,Some-college,Never-married,Own-child,,
423-40-2947,64.0,,,Not-in-family,Female,<=50K
951-78-1325,24.0,11th,Never-married,Own-child,Male,<=50K
404-39-1891,27.0,,,Husband,Male,<=50K
221-77-5184,30.0,,Married-civ-spouse,Husband,Male,
813-54-4225,47.0,Assoc-voc,Married-civ-spouse,Husband,,
126-50-4913,59.0,Some-college,Divorced,,Female,
203-86-9778,59.0,,Married-civ-spouse,Husband,,<=50K
308-13-8820,18.0,5th-6th,Divorced,Not-in-family,Male,<=50K
071-74-4471,82.0,,,Other-relative,Male,
265-26-4127,,Bachelors,Married-civ-spouse,,Male,>50K
635-74-9385,43.0,Doctorate,Married-civ-spouse,Husband,Male,
161-27-1498,,HS-grad,Married-civ-spouse,Husband,,>50K
150-92-1375,22.0,Some-college,Never-married,Own-child,Male,
045-91-5233,33.0,,Married-civ-spouse,,Male,
319-87-1007,45.0,12th,Married-civ-spouse,Husband,Male,>50K
145-27-0270,,12th,Never-married,,Female,
269-74-8156,62.0,Prof-school,Married-civ-spouse,Husband,Male,
208-96-8058,58.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
123-98-6486,19.0,,Never-married,,Female,
632-49-3856,30.0,,Married-civ-spouse,Husband,,<=50K
175-06-1424,42.0,Bachelors,Never-married,Not-in-family,Male,<=50K
650-64-4962,18.0,11th,,Own-child,Female,<=50K
380-28-2554,53.0,HS-grad,Never-married,Not-in-family,Male,
978-99-2628,41.0,,Married-civ-spouse,Husband,Male,
010-62-6535,26.0,Bachelors,Divorced,,Female,
082-89-3120,55.0,Some-college,Married-civ-spouse,Husband,Male,
161-70-1474,31.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
440-41-7689,37.0,Some-college,,Not-in-family,Male,<=50K
048-92-5061,54.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
481-29-6068,,,,Husband,Male,
246-99-0171,67.0,Masters,Divorced,Not-in-family,Female,
185-16-5847,48.0,10th,Separated,Not-in-family,,
521-99-0171,43.0,Bachelors,Never-married,Unmarried,Female,<=50K
829-05-4053,28.0,HS-grad,Never-married,Unmarried,,
144-07-2481,19.0,,Never-married,,Male,<=50K
608-69-1645,37.0,HS-grad,Married-civ-spouse,Husband,,<=50K
042-01-4741,33.0,Some-college,Married-civ-spouse,,Male,
808-66-0932,37.0,Bachelors,,,,
769-96-3144,58.0,Bachelors,Married-civ-spouse,,,
895-42-3832,42.0,Bachelors,Separated,Unmarried,Female,
413-11-4250,,11th,,Own-child,Male,
942-38-3291,22.0,11th,Never-married,Not-in-family,,<=50K
917-35-2578,41.0,,Divorced,,,<=50K
503-43-9802,37.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
486-54-7911,,Doctorate,Married-civ-spouse,Husband,,
284-18-3046,60.0,,,Husband,Male,>50K
370-51-5970,45.0,10th,,Husband,,<=50K
961-70-1473,32.0,HS-grad,,Not-in-family,Female,
923-34-1522,45.0,,,,Male,<=50K
626-01-3512,33.0,,,Husband,Male,<=50K
400-73-7100,53.0,HS-grad,Divorced,,,
539-64-9876,22.0,Masters,,Not-in-family,,
300-89-0663,31.0,,Never-married,Own-child,,
746-03-8082,,Bachelors,Never-married,,Male,
931-48-0343,33.0,Bachelors,Never-married,Unmarried,Female,<=50K
912-28-5011,,Assoc-voc,Married-civ-spouse,Husband,Male,
418-73-4643,38.0,Masters,Married-civ-spouse,Husband,,>50K
108-90-6633,,,Never-married,Not-in-family,Male,<=50K
869-68-6731,40.0,,Married-civ-spouse,,Female,
938-57-4937,28.0,Assoc-acdm,Married-civ-spouse,,Female,
026-32-0638,68.0,Bachelors,Never-married,Other-relative,,<=50K
612-53-0711,54.0,HS-grad,,,,>50K
948-21-8672,39.0,HS-grad,Never-married,,Male,
251-32-0638,25.0,9th,Separated,Unmarried,,<=50K
646-34-5208,18.0,HS-grad,Never-married,,,
242-13-7591,30.0,HS-grad,,Husband,Male,
276-50-4913,60.0,,Divorced,Not-in-family,,
594-74-8156,37.0,Bachelors,Never-married,Unmarried,,<=50K
554-57-6166,51.0,,Married-civ-spouse,Husband,,
307-00-2456,44.0,HS-grad,Never-married,Not-in-family,Male,
746-34-5208,32.0,,Divorced,Not-in-family,,
723-58-7222,35.0,,Married-civ-spouse,,Female,<=50K
603-10-1964,48.0,,Married-civ-spouse,Husband,Male,
266-33-9066,,HS-grad,,Husband,Male,<=50K
727-36-4864,35.0,HS-grad,Married-civ-spouse,Husband,,
702-51-8426,48.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
349-32-4323,,,Married-civ-spouse,Wife,Female,<=50K
926-28-9925,47.0,HS-grad,Married-civ-spouse,,Female,<=50K
421-74-4471,34.0,Masters,Separated,Own-child,,<=50K
471-71-3758,63.0,HS-grad,Married-civ-spouse,Husband,,>50K
903-62-4077,33.0,Some-college,,,Male,
396-56-0196,28.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
096-22-2358,56.0,,Never-married,Not-in-family,Female,<=50K
304-36-1179,28.0,Some-college,Never-married,Unmarried,Male,<=50K
673-77-1498,29.0,Bachelors,,Husband,,
193-91-8918,44.0,,Never-married,Not-in-family,Female,
011-88-5749,21.0,11th,,Unmarried,Female,<=50K
983-13-8819,38.0,HS-grad,Never-married,,,<=50K
839-43-4888,35.0,5th-6th,,Not-in-family,Male,<=50K
740-84-7665,36.0,Bachelors,,,Male,
518-58-1080,53.0,HS-grad,Never-married,,,<=50K
176-25-9213,51.0,HS-grad,Never-married,Not-in-family,Male,
195-39-3120,20.0,Bachelors,Never-married,Own-child,,
252-48-7714,76.0,,,Husband,,
630-92-7517,,,Married-civ-spouse,Husband,,
956-48-0343,56.0,,Never-married,Own-child,Female,<=50K
052-36-4864,36.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
113-75-9213,19.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
237-40-7862,32.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
484-30-5896,,,,Husband,Male,>50K
300-98-2800,37.0,,Married-civ-spouse,,Male,
760-13-5134,64.0,HS-grad,Married-civ-spouse,,,<=50K
882-92-3832,53.0,Bachelors,Married-civ-spouse,Husband,Male,
674-90-7861,38.0,5th-6th,Married-civ-spouse,,Male,
831-05-0367,44.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
853-59-3365,68.0,,Never-married,,Female,<=50K
586-73-2186,34.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
584-49-0171,22.0,HS-grad,Never-married,Own-child,,
730-89-6805,43.0,Some-college,,,Male,<=50K
442-38-3291,33.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
657-83-1694,25.0,Masters,Never-married,Own-child,,
939-64-9876,20.0,9th,Never-married,Own-child,Male,<=50K
888-54-4225,24.0,7th-8th,Never-married,Not-in-family,Male,<=50K
350-39-9262,27.0,Bachelors,Never-married,Own-child,Female,<=50K
567-87-4692,44.0,,Divorced,Unmarried,Female,<=50K
544-80-9581,21.0,Some-college,Never-married,,Female,<=50K
514-68-0589,31.0,Doctorate,,,Male,<=50K
392-90-5405,30.0,,Married-civ-spouse,Husband,Male,>50K
243-70-3930,22.0,,Never-married,Own-child,Male,
617-78-2554,75.0,Some-college,Married-civ-spouse,Husband,,<=50K
694-87-1006,46.0,,Never-married,Not-in-family,Male,>50K
824-72-3586,22.0,,Divorced,,Male,<=50K
044-53-3169,54.0,Some-college,Never-married,,Female,
321-43-7346,30.0,Some-college,Married-civ-spouse,Husband,Male,
188-08-3537,32.0,Some-college,Married-civ-spouse,Husband,Male,>50K
227-24-2014,,Prof-school,Never-married,Own-child,Female,<=50K
110-04-2997,41.0,HS-grad,Never-married,Unmarried,,<=50K
944-19-5330,25.0,HS-grad,Never-married,Own-child,,
504-57-6166,,Some-college,Never-married,Not-in-family,,
120-20-8845,24.0,Some-college,Never-married,Not-in-family,Female,
464-34-2751,,,Married-civ-spouse,,,
311-33-2923,63.0,Bachelors,Never-married,,Male,
246-83-6609,34.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
951-22-8500,37.0,Masters,Married-civ-spouse,Husband,,<=50K
218-85-7493,43.0,HS-grad,Married-AF-spouse,Husband,Male,
250-18-4274,39.0,,Married-civ-spouse,,Male,
401-87-3463,45.0,HS-grad,Divorced,Not-in-family,,<=50K
977-36-4863,76.0,Bachelors,Never-married,,Female,
337-92-9975,51.0,11th,,Not-in-family,,
346-77-5183,30.0,Masters,Married-civ-spouse,Wife,Female,<=50K
166-95-3316,31.0,,Divorced,Not-in-family,,<=50K
270-51-5970,43.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
383-20-0245,59.0,Masters,Divorced,Unmarried,Female,<=50K
466-67-6903,42.0,Some-college,Married-civ-spouse,Husband,,
540-90-9090,23.0,,,,Male,<=50K
031-35-7493,42.0,Some-college,,,,>50K
046-28-3783,54.0,HS-grad,Married-civ-spouse,Husband,,<=50K
676-50-4913,24.0,Some-college,Married-civ-spouse,,,
228-68-5503,18.0,,,Own-child,Female,<=50K
862-68-4274,,,,,Male,>50K
786-94-7173,18.0,Some-college,,Own-child,Male,
951-41-2775,37.0,7th-8th,,,Male,<=50K
018-33-5380,68.0,,,Husband,,
074-90-7862,17.0,,Married-civ-spouse,,Female,<=50K
445-63-8820,23.0,HS-grad,,Not-in-family,,<=50K
972-14-3733,43.0,HS-grad,Married-civ-spouse,Husband,,
407-06-3881,29.0,,,Husband,Male,
153-62-4078,31.0,,,Husband,,<=50K
961-17-9360,53.0,Bachelors,Never-married,Not-in-family,Male,
914-40-4175,27.0,,,Not-in-family,Male,
033-01-5970,37.0,Bachelors,,Not-in-family,Male,<=50K
130-62-0392,35.0,HS-grad,Married-civ-spouse,Husband,,>50K
459-95-0859,24.0,Some-college,Never-married,,Female,<=50K
246-34-5208,24.0,HS-grad,Divorced,,Female,<=50K
095-73-0958,56.0,,Divorced,Not-in-family,Male,<=50K
449-69-2874,47.0,HS-grad,Divorced,Other-relative,Male,>50K
755-74-3242,53.0,,Married-civ-spouse,Husband,,
093-48-8943,19.0,9th,,Own-child,Male,<=50K
976-10-5650,47.0,Bachelors,Married-civ-spouse,Husband,,<=50K
144-96-3144,19.0,,Separated,Not-in-family,Male,<=50K
114-49-6314,42.0,Some-college,Married-civ-spouse,Husband,Male,>50K
034-27-5184,64.0,,Widowed,Not-in-family,Female,<=50K
454-97-5429,50.0,,Married-civ-spouse,Wife,,
702-33-4151,,,,Husband,Male,<=50K
883-01-5969,44.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
644-80-9581,60.0,Prof-school,,Husband,Male,<=50K
109-67-4447,22.0,,Married-civ-spouse,Wife,Female,<=50K
376-38-2063,71.0,12th,Never-married,Not-in-family,,<=50K
241-76-9041,,,Married-civ-spouse,Husband,,<=50K
218-18-1817,21.0,,Never-married,Own-child,Male,
904-02-3340,30.0,,Married-civ-spouse,,,>50K
941-61-5478,37.0,,,Not-in-family,,
108-78-3783,57.0,HS-grad,Married-civ-spouse,Husband,Male,
779-94-4716,41.0,,Married-civ-spouse,Husband,Male,
203-68-5503,,Some-college,Married-civ-spouse,Husband,Male,
258-59-9508,49.0,,Married-civ-spouse,,Male,
674-69-2874,21.0,,,Own-child,Male,<=50K
200-12-2849,28.0,Bachelors,Divorced,,Male,<=50K
814-58-8451,,Bachelors,Married-civ-spouse,,Male,
799-69-2873,40.0,,Divorced,Unmarried,Female,
484-39-8033,34.0,,Married-civ-spouse,Husband,Male,
318-91-8918,,Masters,Never-married,Own-child,,
446-89-8033,60.0,HS-grad,Never-married,Own-child,Female,<=50K
210-22-7272,66.0,Assoc-acdm,Divorced,Not-in-family,Female,>50K
581-38-8205,31.0,,Married-civ-spouse,Husband,Male,
807-83-1694,48.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
117-81-3267,51.0,Some-college,Married-civ-spouse,Husband,Male,
344-62-5306,21.0,Assoc-voc,,,Female,<=50K
798-03-4397,40.0,,,Own-child,Female,<=50K
461-45-5773,36.0,,Widowed,Unmarried,,<=50K
234-12-1621,42.0,Prof-school,Married-civ-spouse,,Male,<=50K
378-37-8378,65.0,HS-grad,Divorced,,,
944-93-2431,71.0,Bachelors,,,Male,
837-10-0736,19.0,HS-grad,Never-married,Own-child,Male,<=50K
323-61-7935,42.0,11th,Never-married,Not-in-family,Male,
402-42-6289,33.0,Bachelors,Never-married,Not-in-family,,>50K
536-67-0761,,Assoc-voc,Married-civ-spouse,,,<=50K
762-00-8598,55.0,Masters,Never-married,,Female,<=50K
124-78-5012,27.0,11th,Never-married,Not-in-family,Female,
479-51-4741,26.0,HS-grad,Never-married,Not-in-family,Male,<=50K
423-61-7935,56.0,10th,Married-civ-spouse,Husband,Male,>50K
742-50-6141,51.0,,Divorced,Unmarried,,<=50K
939-34-2750,,Some-college,Never-married,Own-child,Female,
644-19-5331,22.0,,Married-civ-spouse,Husband,Male,<=50K
553-10-1965,21.0,12th,Never-married,Own-child,Female,
850-24-5699,21.0,Bachelors,Married-civ-spouse,,Female,
665-20-2702,44.0,Some-college,Divorced,Unmarried,,
229-54-5454,33.0,HS-grad,Married-civ-spouse,,,<=50K
929-29-9753,,,,Unmarried,,<=50K
448-71-0073,,Some-college,Married-civ-spouse,,,
672-35-8721,54.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
429-85-2579,45.0,Assoc-voc,,Husband,Male,<=50K
755-55-8967,42.0,,Married-civ-spouse,Husband,Male,<=50K
407-46-3144,24.0,HS-grad,Never-married,Not-in-family,Male,<=50K
165-87-8378,41.0,,Never-married,Not-in-family,Female,<=50K
693-27-3955,,Some-college,Never-married,Not-in-family,,
687-96-0687,28.0,HS-grad,,Husband,Male,
056-97-1744,73.0,Doctorate,Divorced,,,
306-63-3906,39.0,,Widowed,Unmarried,Female,<=50K
674-23-2186,43.0,Some-college,Divorced,Not-in-family,Male,<=50K
773-95-5773,34.0,,Married-civ-spouse,Husband,Male,>50K
493-88-8205,50.0,HS-grad,,Not-in-family,,<=50K
592-93-6117,59.0,HS-grad,Married-civ-spouse,Husband,,
533-32-3095,60.0,11th,Separated,,Male,<=50K
279-36-1179,,Some-college,Married-civ-spouse,Husband,Male,<=50K
816-30-8352,52.0,Bachelors,Married-civ-spouse,Husband,,<=50K
214-49-6314,43.0,HS-grad,Never-married,Not-in-family,,<=50K
446-83-6608,,7th-8th,Widowed,Not-in-family,Female,
912-49-9999,47.0,,Divorced,Not-in-family,Female,<=50K
295-73-0957,,HS-grad,Divorced,,Male,>50K
930-86-6092,41.0,Some-college,Never-married,Not-in-family,Female,<=50K
874-93-8574,,Bachelors,,,,<=50K
639-43-4888,37.0,,Never-married,Not-in-family,Female,
417-96-6830,24.0,HS-grad,Never-married,Own-child,Male,<=50K
415-63-2677,57.0,Bachelors,,Husband,,<=50K
889-89-5576,57.0,Some-college,Married-civ-spouse,Husband,,>50K
736-02-5797,34.0,Assoc-voc,Married-civ-spouse,Wife,,>50K
470-30-0982,49.0,5th-6th,Married-civ-spouse,Husband,Male,
405-58-9680,22.0,HS-grad,,Husband,Male,<=50K
819-59-4593,,,Divorced,,Male,<=50K
225-03-0712,38.0,HS-grad,,,,>50K
437-80-7124,30.0,HS-grad,,Husband,,>50K
831-11-1792,52.0,Prof-school,Married-civ-spouse,,,>50K
141-15-4791,29.0,Bachelors,,Husband,Male,
440-90-9090,55.0,,Married-civ-spouse,,,
085-71-8673,30.0,HS-grad,Never-married,Own-child,,
013-08-3538,,,Never-married,Unmarried,,
718-15-1104,49.0,HS-grad,,,Male,
092-16-8304,27.0,,Never-married,Own-child,,
964-58-8451,43.0,7th-8th,Separated,Not-in-family,Male,
632-61-6706,66.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
524-87-7149,44.0,,Widowed,Unmarried,,
747-14-3733,19.0,Some-college,Never-married,Own-child,,
739-12-7763,56.0,HS-grad,,Not-in-family,Female,<=50K
198-43-3660,50.0,,Married-civ-spouse,,Female,>50K
593-64-2505,,Assoc-voc,Never-married,Other-relative,Male,
093-39-6805,57.0,,,Husband,Male,<=50K
197-51-2284,21.0,,Married-civ-spouse,Husband,,
708-29-2382,28.0,Some-college,Never-married,Own-child,Male,<=50K
815-14-1276,,10th,Married-civ-spouse,,Male,>50K
925-39-9261,42.0,,Divorced,Unmarried,,<=50K
622-29-7296,36.0,Bachelors,,Not-in-family,,<=50K
782-73-9556,68.0,Some-college,,,,
767-16-8303,53.0,5th-6th,Married-civ-spouse,Husband,,
985-87-2234,19.0,Bachelors,Never-married,Own-child,,<=50K
270-76-1670,34.0,Some-college,,Unmarried,Male,<=50K
455-19-0417,43.0,Bachelors,Never-married,,,
124-66-2162,33.0,Bachelors,Never-married,Not-in-family,Male,
752-64-1276,78.0,Bachelors,Never-married,Not-in-family,Female,<=50K
617-47-5429,,Some-college,Never-married,,,<=50K
278-16-3390,38.0,,Married-civ-spouse,,Female,<=50K
373-12-6535,19.0,,Never-married,Own-child,Female,<=50K
562-03-9311,32.0,Some-college,Never-married,,,<=50K
339-52-7026,35.0,,Married-civ-spouse,Husband,,>50K
872-78-8696,44.0,Bachelors,Married-civ-spouse,Husband,,
382-34-0294,41.0,,,Wife,Female,>50K
293-42-7518,42.0,Masters,Married-civ-spouse,Husband,Male,
505-95-8230,35.0,,Divorced,,,<=50K
930-77-3954,,Bachelors,Married-civ-spouse,Husband,,
660-71-8672,28.0,Bachelors,Widowed,Unmarried,,<=50K
081-05-0368,29.0,,Never-married,Not-in-family,,
733-90-6633,44.0,HS-grad,Widowed,,Male,<=50K
182-03-3169,,,Never-married,Other-relative,Male,<=50K
609-39-8033,44.0,,Married-civ-spouse,Wife,,
840-87-8377,48.0,HS-grad,Never-married,,,
925-73-7099,17.0,Assoc-acdm,,,,<=50K
074-63-1449,62.0,Some-college,Married-civ-spouse,Husband,Male,
274-63-1449,42.0,,Married-civ-spouse,Husband,Male,
321-28-3783,65.0,,Married-civ-spouse,Husband,,<=50K
240-90-9090,23.0,HS-grad,Never-married,Own-child,,<=50K
179-85-2579,36.0,10th,Married-civ-spouse,Husband,,<=50K
562-83-7837,19.0,Some-college,,Not-in-family,Female,<=50K
037-96-0687,42.0,,Married-civ-spouse,Husband,,<=50K
458-26-1670,55.0,5th-6th,Married-civ-spouse,Husband,,<=50K
785-53-4397,,Some-college,Married-civ-spouse,Husband,Male,>50K
421-06-8795,42.0,11th,Married-civ-spouse,,Male,
628-25-5527,43.0,,Never-married,Unmarried,Male,
339-06-6338,32.0,Some-college,Divorced,Not-in-family,,<=50K
307-80-0982,60.0,,Married-civ-spouse,Husband,,
544-68-6731,29.0,HS-grad,Widowed,Not-in-family,Male,
010-81-0810,41.0,,Divorced,Not-in-family,,
458-78-3783,33.0,Some-college,Divorced,Not-in-family,,<=50K
296-77-5183,38.0,HS-grad,Married-civ-spouse,Husband,,
612-25-4299,21.0,Bachelors,Never-married,Not-in-family,Male,
658-41-5232,73.0,HS-grad,Separated,,,
046-68-3046,33.0,Some-college,Married-civ-spouse,Husband,Male,>50K
443-58-1080,50.0,Some-college,,Wife,,
961-79-3610,41.0,Some-college,Never-married,Not-in-family,,<=50K
326-68-9188,34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
650-42-9974,40.0,Assoc-voc,Never-married,,Female,<=50K
839-92-6289,41.0,Bachelors,,Husband,,>50K
484-49-0171,47.0,,Married-civ-spouse,Husband,,<=50K
657-09-4593,42.0,,Married-civ-spouse,Husband,,
655-46-6829,,Some-college,Never-married,,Male,
195-76-1670,45.0,HS-grad,Married-civ-spouse,Husband,,
117-38-3292,42.0,Bachelors,,,Female,
139-89-5577,21.0,Some-college,Married-civ-spouse,,Male,<=50K
388-26-7812,39.0,,Married-civ-spouse,,,
365-72-4815,52.0,Some-college,Never-married,Not-in-family,,
788-39-0662,60.0,10th,,Not-in-family,Male,
864-06-6338,78.0,Some-college,Never-married,Not-in-family,Male,
582-55-5281,43.0,Bachelors,Divorced,,Male,
423-03-4397,32.0,Some-college,,Husband,Male,>50K
469-84-0294,40.0,,Married-civ-spouse,Husband,Male,<=50K
158-81-4496,,Some-college,Never-married,Unmarried,,
235-81-0810,81.0,Masters,Never-married,Not-in-family,Male,<=50K
379-69-9016,39.0,Bachelors,Divorced,,,<=50K
053-04-0540,28.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
112-96-0687,27.0,1st-4th,Never-married,Own-child,Female,>50K
989-12-7763,71.0,Prof-school,Married-civ-spouse,Husband,Male,
220-45-4545,43.0,,Married-civ-spouse,Husband,,
708-38-4520,43.0,,Divorced,Unmarried,Female,
980-62-0392,,11th,,Husband,Male,>50K
839-09-7050,43.0,HS-grad,Married-civ-spouse,,,
904-91-4004,37.0,,Never-married,Not-in-family,,<=50K
356-63-3906,22.0,HS-grad,Never-married,,Female,
924-50-8598,30.0,HS-grad,Married-civ-spouse,Husband,Male,
973-18-7959,,Bachelors,Married-civ-spouse,Husband,,<=50K
173-52-5798,39.0,Some-college,Married-civ-spouse,Husband,,<=50K
236-11-7935,34.0,,Married-civ-spouse,Husband,Male,<=50K
232-03-3169,23.0,Assoc-acdm,Never-married,Own-child,Female,
647-66-5847,31.0,HS-grad,Widowed,Not-in-family,Male,<=50K
104-88-3292,72.0,HS-grad,,Not-in-family,Female,<=50K
107-61-6707,55.0,Some-college,Never-married,Not-in-family,Female,>50K
144-25-6756,,Masters,Married-civ-spouse,Wife,,
771-37-5920,23.0,Some-college,,Own-child,Female,
127-79-4840,23.0,,Never-married,Other-relative,Male,
627-45-7001,54.0,,Married-civ-spouse,Husband,Male,>50K
472-26-6584,32.0,,Separated,Unmarried,Female,<=50K
468-15-1105,59.0,7th-8th,,,,
857-64-7419,80.0,Assoc-acdm,Divorced,Not-in-family,,
674-87-7149,35.0,HS-grad,Divorced,Unmarried,Female,<=50K
292-96-6830,51.0,HS-grad,Never-married,,,
843-55-0367,42.0,,Divorced,Unmarried,,>50K
673-06-5109,31.0,Bachelors,Never-married,Unmarried,,<=50K
176-78-1326,23.0,Preschool,Never-married,Own-child,Female,<=50K
472-23-5871,26.0,HS-grad,,Not-in-family,Male,<=50K
353-34-7665,,Prof-school,Married-civ-spouse,Own-child,Male,<=50K
985-62-6534,38.0,,Married-civ-spouse,Husband,Male,<=50K
308-93-7346,49.0,,Married-civ-spouse,Husband,,
927-54-9139,42.0,,,,Male,
395-88-4520,29.0,Assoc-voc,Divorced,Unmarried,,<=50K
694-65-6018,53.0,HS-grad,Never-married,Own-child,Male,<=50K
564-58-8451,42.0,,Married-civ-spouse,,,
276-47-4201,34.0,HS-grad,Widowed,,,
434-55-1596,67.0,,Married-civ-spouse,Husband,,
